timestamp,total_load_kw,irradiance
59:01.0,35.71663231,0.6
58:01.0,36.57445282,0.6
57:01.0,35.61872283,0.7
56:01.0,34.84556857,0.5
55:01.0,34.92521864,0.5
54:01.0,34.96955439,0.6
53:01.0,34.9684588,0.6
52:01.0,35.77570125,0.6
51:01.0,37.86731502,0.6
50:01.0,37.95698726,0.6
49:01.0,36.80715421,0.5
48:01.0,37.52713215,0.6
47:01.0,38.76973236,0.6
46:01.0,37.84905347,0.6
45:01.0,37.39378658,0.6
44:01.0,36.54240918,0.5
43:01.0,37.01120505,0.6
42:01.0,38.24791306,0.6
41:01.0,36.85892433,0.6
40:01.0,36.92422709,0.6
39:01.0,37.56920323,0.5
38:01.0,37.38078243,0.5
37:01.0,37.5779196,0.5
36:01.0,37.58759746,0.6
35:01.0,37.63843936,0.6
34:01.0,37.7366606,0.7
33:01.0,37.98096845,0.6
32:01.0,35.94635099,0.5
31:01.0,35.93243712,0.6
30:01.0,36.00437871,0.6
29:01.0,37.69101423,0.6
28:01.0,37.52263212,0.6
27:01.0,35.48584825,0.5
26:01.0,35.51422057,0.5
25:01.0,35.57530922,0.6
24:01.0,35.70856199,0.6
23:01.0,34.91709906,0.6
22:01.0,34.96139538,0.5
21:01.0,34.99730042,0.6
20:01.0,35.53091213,0.6
19:01.0,36.72439045,0.6
18:01.0,35.55931279,0.5
17:01.0,34.36585978,0.5
16:01.0,34.41700619,0.5
15:01.0,36.12284446,0.5
14:01.0,36.12626892,0.5
13:01.0,36.09635496,0.6
12:01.0,36.93114334,0.6
11:01.0,36.76064765,0.6
10:01.0,37.72310489,0.5
09:01.0,38.10023117,0.6
08:01.0,39.21444529,0.6
07:01.0,38.13675016,0.5
06:01.0,36.89925903,0.6
05:01.0,36.78338939,0.6
04:01.0,36.91932428,0.6
03:01.0,35.49574006,0.6
02:01.0,35.66419682,0.6
01:01.0,36.01544014,0.6
00:01.0,36.16205209,0.6
59:01.0,35.43290743,0.7
58:01.0,35.46371403,0.5
57:01.0,35.57408273,0.6
56:01.0,35.45108119,0.6
55:01.0,35.36134905,0.5
54:01.0,35.35971406,0.6
53:01.0,37.66197842,0.6
52:01.0,36.54539949,0.7
51:01.0,35.3811518,0.6
50:01.0,35.71751994,0.6
49:01.0,34.7660307,0.6
48:01.0,34.82823864,0.6
47:01.0,35.60556024,0.6
46:01.0,35.61669874,0.6
45:01.0,36.89762476,0.6
44:01.0,35.6039789,0.6
43:01.0,35.95104969,0.7
42:01.0,35.24829429,0.7
41:01.0,35.53287613,0.6
40:01.0,34.78115603,0.6
39:01.0,34.87218198,0.6
38:01.0,34.91036636,0.6
37:01.0,35.3025147,0.6
36:01.0,35.25733271,0.6
35:01.0,35.39368173,0.6
34:01.0,35.76515114,0.6
33:01.0,35.79384345,0.6
32:01.0,37.28017509,0.5
31:01.0,37.99215764,0.6
30:01.0,37.11012957,0.6
29:01.0,37.25468266,0.6
28:01.0,38.61848626,0.7
27:01.0,37.87096229,0.5
26:01.0,37.87555361,0.6
25:01.0,36.64329958,0.6
24:01.0,36.84558266,0.7
23:01.0,37.84109053,0.6
22:01.0,37.96962386,0.5
21:01.0,37.23495421,0.6
20:01.0,37.33185911,0.5
19:01.0,37.65770459,0.6
18:01.0,36.64913392,0.6
17:01.0,36.15065673,0.6
16:01.0,34.92029572,0.7
15:01.0,34.98935911,0.5
14:01.0,35.60503265,0.6
13:01.0,35.66386235,0.7
12:01.0,36.22046041,0.6
11:01.0,35.34499177,0.5
10:01.0,35.02674061,0.6
09:01.0,35.04824898,0.6
08:01.0,35.06665269,0.5
07:01.0,35.1639179,0.7
06:01.0,35.21242565,0.6
05:01.0,35.26605821,0.6
04:01.0,37.47874403,0.6
03:01.0,37.3807945,0.5
02:01.0,37.37337399,0.5
01:01.0,35.13621676,0.6
00:01.0,36.37978721,0.6
59:01.0,36.4353548,0.6
58:01.0,37.2383641,0.6
57:01.0,35.82541519,0.6
56:01.0,35.88190225,0.6
55:01.0,35.9322947,0.7
54:01.0,36.7000376,0.6
53:01.0,37.67848867,0.6
52:01.0,36.70660955,0.6
51:01.0,36.80766749,0.6
50:01.0,38.84680304,0.6
49:01.0,38.61269617,0.6
48:01.0,38.60655195,0.6
47:01.0,38.63419318,0.5
46:01.0,38.72300175,0.6
45:01.0,39.53054273,0.7
44:01.0,39.71069115,0.6
43:01.0,38.99412113,0.6
42:01.0,39.03996089,0.5
41:01.0,39.59413397,0.6
40:01.0,40.84320769,0.5
39:01.0,39.39317912,0.6
38:01.0,38.20625478,0.6
37:01.0,38.33800149,0.6
36:01.0,38.26255533,0.7
35:01.0,35.90669793,0.6
34:01.0,36.02297679,0.5
33:01.0,37.07645425,0.6
32:01.0,38.31580773,NULL
31:01.0,38.74851125,0.5
30:01.0,37.67359391,0.5
29:01.0,37.88700888,0.6
28:01.0,36.42555776,0.7
27:01.0,36.48832414,0.6
26:01.0,37.20366436,0.6
25:01.0,37.40211171,0.6
24:01.0,36.61568937,0.5
23:01.0,36.63627496,0.6
22:01.0,36.71297327,0.6
21:01.0,36.48973936,0.6
20:01.0,36.54267249,0.5
19:01.0,36.67593303,0.6
18:01.0,36.69216129,0.6
17:01.0,37.91415453,0.6
16:01.0,37.95825675,0.5
15:01.0,38.37291938,0.7
14:01.0,37.75427064,0.6
13:01.0,37.6716468,0.6
12:01.0,37.54678577,0.5
11:01.0,36.80528873,0.6
10:01.0,37.63396329,0.6
09:01.0,38.99114138,0.6
08:01.0,39.24409229,0.6
07:01.0,38.88246614,0.6
06:01.0,39.19764858,0.7
05:01.0,37.34450984,0.7
04:01.0,37.34880745,0.6
03:01.0,37.49163598,0.7
02:01.0,36.56523335,0.6
01:01.0,35.51276708,0.5
00:01.0,35.83584934,0.6
59:01.0,34.29546466,0.7
58:01.0,35.31462425,0.6
57:01.0,35.36470664,0.6
56:01.0,34.68998399,0.6
55:01.0,34.37585118,0.6
54:01.0,33.69723818,0.6
53:01.0,33.67168254,0.6
52:01.0,33.66893899,0.5
51:01.0,33.29479033,0.6
50:01.0,34.45314628,0.7
49:01.0,33.71663386,0.7
48:01.0,34.35033417,0.6
47:01.0,35.71264198,0.6
46:01.0,35.43445757,0.6
45:01.0,34.29971561,0.5
44:01.0,33.96120286,0.7
43:01.0,33.94507429,0.7
42:01.0,34.24616405,0.6
41:01.0,33.13080356,0.7
40:01.0,33.32150611,0.7
39:01.0,33.95595413,0.5
38:01.0,33.96211231,0.6
37:01.0,33.29732439,0.6
36:01.0,33.33320734,0.6
35:01.0,33.30843446,0.6
34:01.0,33.33199695,0.6
33:01.0,33.32504842,0.6
32:01.0,33.31176496,0.6
31:01.0,33.33006915,0.6
30:01.0,33.34464437,0.6
29:01.0,33.870864,0.6
28:01.0,33.97939754,0.6
27:01.0,33.07982576,0.6
26:01.0,34.09608471,0.5
25:01.0,33.37051749,0.6
24:01.0,34.56256074,0.6
23:01.0,35.16722605,0.5
22:01.0,35.20071656,0.5
21:01.0,34.04774138,0.6
20:01.0,34.63729995,0.5
19:01.0,34.82431823,0.6
18:01.0,35.70274204,0.7
17:01.0,33.31740591,0.6
16:01.0,33.3256731,0.7
15:01.0,33.39922267,0.6
14:01.0,33.36843288,0.6
13:01.0,33.68779975,0.6
12:01.0,33.68729836,0.6
11:01.0,33.83694711,0.6
10:01.0,33.98606211,0.6
09:01.0,34.04048145,0.4
08:01.0,33.17770797,0.6
07:01.0,33.42117226,0.6
06:01.0,33.39017245,0.6
05:01.0,33.43760884,0.5
04:01.0,33.42522222,0.6
03:01.0,36.48773423,0.5
02:01.0,38.87503517,0.6
01:01.0,39.16042355,0.7
00:01.0,38.52124196,0.5
59:01.0,39.41184363,0.6
58:01.0,37.34058997,0.5
57:01.0,37.22162095,0.6
56:01.0,37.66782072,0.6
55:01.0,39.35074425,0.6
54:01.0,38.11883506,0.6
53:01.0,36.95328614,0.6
52:01.0,37.2781527,0.6
51:01.0,37.69218153,0.6
50:01.0,38.3380495,0.6
49:01.0,38.72211617,0.6
48:01.0,37.83184513,0.6
47:01.0,37.92669144,0.6
46:01.0,37.03075272,0.6
45:01.0,36.95740378,0.5
44:01.0,36.87572855,0.6
43:01.0,37.06177318,0.6
42:01.0,36.97871348,0.6
41:01.0,37.68035647,0.5
40:01.0,37.68001834,0.7
39:01.0,36.951103,0.6
38:01.0,36.92480296,0.6
37:01.0,35.86276129,0.6
36:01.0,37.39903942,0.6
35:01.0,36.36088881,0.5
34:01.0,35.03839561,0.6
33:01.0,35.12457982,0.7
32:01.0,37.1960375,0.6
31:01.0,36.93139762,0.6
30:01.0,36.63392168,0.5
29:01.0,35.8562429,0.6
28:01.0,35.89973429,0.6
27:01.0,35.92220762,0.6
26:01.0,35.74995491,0.6
25:01.0,35.78187132,0.6
24:01.0,35.3227002,0.6
23:01.0,35.39807823,0.6
22:01.0,36.00476834,0.6
21:01.0,36.03176209,0.5
20:01.0,36.73863029,0.6
19:01.0,36.93476763,0.6
18:01.0,37.85474896,0.6
17:01.0,36.50656915,0.6
16:01.0,36.68688709,0.5
15:01.0,35.25836259,NULL
14:01.0,35.15023121,0.6
13:01.0,36.01260567,0.6
12:01.0,37.69830412,0.6
11:01.0,39.04373646,0.6
10:01.0,39.6504305,0.6
09:01.0,38.58393753,0.6
08:01.0,37.9885515,0.5
07:01.0,38.01362568,0.6
06:01.0,36.48660868,0.6
05:01.0,36.33561373,0.6
04:01.0,36.28078133,0.6
03:01.0,35.79565072,0.5
02:01.0,36.5705815,0.6
01:01.0,39.88739312,0.6
00:01.0,37.50089085,0.6
59:01.0,38.32547772,0.6
58:01.0,38.3132101,0.6
57:01.0,38.02898777,0.6
56:01.0,39.26366544,0.6
55:01.0,38.03534228,0.6
54:01.0,39.08608997,0.6
53:01.0,39.19965389,0.6
52:01.0,37.76125073,0.7
51:01.0,38.27512988,0.5
50:01.0,38.64351851,0.7
49:01.0,38.16244385,0.7
48:01.0,39.16531572,0.7
47:01.0,39.23507112,0.6
46:01.0,38.19738427,0.7
45:01.0,38.79900464,0.6
44:01.0,39.2432448,0.7
43:01.0,40.35577655,0.6
42:01.0,40.52176014,0.6
41:01.0,39.09630954,0.7
40:01.0,37.86443067,0.6
39:01.0,37.48136598,0.7
38:01.0,37.26362264,0.7
37:01.0,39.17136097,0.7
36:01.0,38.82562056,0.7
35:01.0,38.30203566,0.7
34:01.0,37.78793076,0.7
33:01.0,38.52791682,0.8
32:01.0,38.25880238,0.8
31:01.0,37.10867321,0.7
30:01.0,36.97289363,0.9
29:01.0,37.12165368,1
28:01.0,37.53709263,1
27:01.0,37.70377994,1.1
26:01.0,37.77056488,1.1
25:01.0,37.57702079,1.3
24:01.0,38.35245493,1.5
23:01.0,37.80681735,1.5
22:01.0,36.55898809,1.8
21:01.0,37.01104403,1.9
20:01.0,36.55508333,2.1
19:01.0,37.1017541,2.2
18:01.0,37.54740205,2.6
17:01.0,38.07944557,3.1
16:01.0,37.57976416,3.7
15:01.0,36.2167291,4.2
14:01.0,36.67388535,4.9
13:01.0,36.65791932,5.9
12:01.0,35.92305681,6.9
11:01.0,35.81241515,7.7
10:01.0,36.13151765,8.7
09:01.0,36.18955868,9.7
08:01.0,38.77584279,10.3
07:01.0,38.52290127,11.2
06:01.0,38.5582104,12.1
05:01.0,39.3922483,13
04:01.0,40.08540317,14.7
03:01.0,39.64330396,16
02:01.0,38.41076258,17.3
01:01.0,38.72006464,18.6
00:01.0,34.69035655,20
59:01.0,34.57385901,21.7
58:01.0,38.09207618,23.1
57:01.0,37.97546026,24.7
56:01.0,38.48755395,27.2
55:01.0,39.03107303,29.2
54:01.0,37.45178756,31.5
53:01.0,36.98627293,33.3
52:01.0,36.81911409,34.7
51:01.0,35.41591895,35.4
50:01.0,35.25015959,35.9
49:01.0,34.14360711,36.2
48:01.0,34.32441527,37.5
47:01.0,32.96821332,38.8
46:01.0,35.93236327,40.6
45:01.0,35.76618612,42.8
44:01.0,35.71355367,44.2
43:01.0,35.78589767,44.8
42:01.0,35.84783372,45.5
41:01.0,35.87119308,46.3
40:01.0,36.23337436,48.1
39:01.0,36.41736084,NULL
38:01.0,35.14607406,50.9
37:01.0,34.97529244,52.7
36:01.0,36.13059077,54.1
35:01.0,40.99389213,54.7
34:01.0,41.23043686,56.5
33:01.0,40.48015559,58.7
32:01.0,40.51889983,60.8
31:01.0,35.91190302,61.8
30:01.0,35.92284465,62.6
29:01.0,35.74361882,64.2
28:01.0,35.79701337,67.2
27:01.0,35.83142495,70.5
26:01.0,36.55907473,73.9
25:01.0,36.61700141,75.9
24:01.0,38.34513214,77.9
23:01.0,36.2675786,79.4
22:01.0,36.32640088,80.5
21:01.0,37.12763572,82.1
20:01.0,37.70192179,83.5
19:01.0,37.04217991,85.9
18:01.0,35.62441143,88.3
17:01.0,35.93774915,89.6
16:01.0,35.52434653,87.8
15:01.0,36.77165526,85.5
14:01.0,36.07677618,84.3
13:01.0,34.72296086,86.9
12:01.0,34.77615693,94.9
11:01.0,34.40654853,103.1
10:01.0,34.27368093,104.8
09:01.0,38.00388935,102.6
08:01.0,38.05765736,96.8
07:01.0,38.76809397,94.5
06:01.0,38.55842534,93.6
05:01.0,40.03685036,93
04:01.0,39.31012568,91.5
03:01.0,39.24885777,90.6
02:01.0,39.40909776,90.9
01:01.0,35.50336415,93.9
00:01.0,37.03860435,97.3
59:01.0,37.12840524,99
58:01.0,40.59807962,99.9
57:01.0,39.1620672,98.1
56:01.0,39.43517581,94
55:01.0,40.57419553,90.1
54:01.0,45.56862769,89.2
53:01.0,40.43603852,89.2
52:01.0,39.32424125,87.8
51:01.0,40.43372753,84.2
50:01.0,40.46847662,80.2
49:01.0,42.00685912,78.4
48:01.0,42.87994337,78.1
47:01.0,43.69912237,78.9
46:01.0,39.35009426,81.8
45:01.0,38.94576573,85.5
44:01.0,40.17654723,87.3
43:01.0,40.31022888,85.9
42:01.0,38.93899405,87.1
41:01.0,38.73989922,93.3
40:01.0,38.55416429,103.5
39:01.0,37.84145093,113.9
38:01.0,35.77419618,119.8
37:01.0,37.00036258,121.2
36:01.0,37.83830559,122.6
35:01.0,36.78156844,123.5
34:01.0,38.01628456,116.4
33:01.0,38.18658739,107
32:01.0,38.06112948,96.3
31:01.0,36.87564737,91.6
30:01.0,36.11912915,93.5
29:01.0,35.6431734,98.3
28:01.0,34.78862116,104
27:01.0,33.9345873,105.4
26:01.0,34.20826453,105.6
25:01.0,33.32951635,102
24:01.0,33.33066469,100.1
23:01.0,33.69204569,96.8
22:01.0,33.74565428,94.5
21:01.0,33.72490373,99.6
20:01.0,33.78291956,113.9
19:01.0,33.40516448,136.7
18:01.0,33.87166938,NULL
17:01.0,35.30317059,172.4
16:01.0,35.7601018,169.9
15:01.0,34.86298317,167
14:01.0,35.72832638,180.1
13:01.0,36.51505762,166.1
12:01.0,36.43936792,181.9
11:01.0,35.80616659,198.1
10:01.0,36.21488678,204.1
09:01.0,34.614793,181.9
08:01.0,35.38057593,186.5
07:01.0,35.99250385,188
06:01.0,37.58443898,186.4
05:01.0,35.46958378,181.5
04:01.0,35.08505416,174.3
03:01.0,36.9228588,169.9
02:01.0,34.6006144,172.1
01:01.0,34.63193446,166.7
00:01.0,33.18709499,158
59:01.0,33.18981877,149.8
58:01.0,33.91814572,154.7
57:01.0,34.24846986,178.5
56:01.0,30.71869978,187.7
55:01.0,29.71475253,218.4
54:01.0,29.75456536,198
53:01.0,30.27930906,232.8
52:01.0,30.37734479,201.8
51:01.0,30.64003086,201.6
50:01.0,31.87985677,284
49:01.0,31.9694421,193.1
48:01.0,32.50881886,187.2
47:01.0,32.79165378,165.9
46:01.0,30.47319737,152.4
45:01.0,31.15565193,147
44:01.0,31.08320448,145.9
43:01.0,31.45481542,145
42:01.0,31.5802888,151.9
41:01.0,31.21152762,207.4
40:01.0,31.2144421,288.3
39:01.0,32.99778825,208.7
38:01.0,34.19779408,220.8
37:01.0,32.39546648,220.6
36:01.0,30.80678174,211.7
35:01.0,30.09663579,208.7
34:01.0,30.51048535,212.8
33:01.0,30.51781958,205.7
32:01.0,29.49627748,202.6
31:01.0,29.45354792,214.1
30:01.0,29.34780702,237.4
29:01.0,30.72705755,263
28:01.0,30.99411115,274.3
27:01.0,33.87277472,274.7
26:01.0,33.40882266,429.7
25:01.0,31.65326518,237.4
24:01.0,33.28942716,221.1
23:01.0,31.1409055,209
22:01.0,30.72509256,203.7
21:01.0,30.90604377,205.6
20:01.0,31.65648919,228.2
19:01.0,32.0787254,440.3
18:01.0,31.98202756,252.6
17:01.0,30.7740646,285.5
16:01.0,30.78647903,274.1
15:01.0,28.8791585,273.4
14:01.0,29.09510332,283.6
13:01.0,30.36224663,300.3
12:01.0,30.43271238,502.7
11:01.0,27.91162848,414.7
10:01.0,28.51442501,304.1
09:01.0,29.29235986,286
08:01.0,28.97374937,269.9
07:01.0,28.3927432,290.3
06:01.0,28.08835217,306.3
05:01.0,31.40626752,297.2
04:01.0,31.42664132,304.5
03:01.0,29.9717288,404.3
02:01.0,30.41944805,448.8
01:01.0,30.41411841,431.5
00:01.0,31.42190266,268.1
59:01.0,30.60706258,263.5
58:01.0,30.03702593,264
57:01.0,28.98367578,265.1
56:01.0,30.55918685,280.4
55:01.0,29.82806799,554.5
54:01.0,29.95595902,571.6
53:01.0,29.74392396,533.3
52:01.0,29.74868166,632.5
51:01.0,30.33482713,438
50:01.0,30.60742271,618.6
49:01.0,30.33274519,616.9
48:01.0,31.69679743,604.4
47:01.0,29.08281434,606.6
46:01.0,28.37230486,NULL
45:01.0,30.59148985,583
44:01.0,28.70660931,584.6
43:01.0,27.89127338,599.2
42:01.0,28.81302452,568.5
41:01.0,28.22969529,631.6
40:01.0,27.78465298,608.2
39:01.0,28.53097272,609.9
38:01.0,30.16121793,609.1
37:01.0,27.46436012,631.7
36:01.0,27.73998821,634.5
35:01.0,27.24246722,562.2
34:01.0,27.22521615,410.9
33:01.0,27.34153926,475
32:01.0,28.32862955,611.2
31:01.0,27.00555548,354.2
30:01.0,27.25044644,370
29:01.0,27.38789749,444.2
28:01.0,26.7812444,588.9
27:01.0,28.20581746,609.7
26:01.0,28.51074833,515.8
25:01.0,27.94543469,605.5
24:01.0,27.98148966,544.6
23:01.0,28.93904078,312.6
22:01.0,30.98306018,310.2
21:01.0,29.19518852,328.8
20:01.0,29.21358758,330.4
19:01.0,28.56662339,341.8
18:01.0,29.65010136,598.4
17:01.0,30.42423838,667.6
16:01.0,30.22828174,684.8
15:01.0,28.81463116,695.8
14:01.0,28.35101795,413.6
13:01.0,28.35223585,364.6
12:01.0,28.69816482,357.2
11:01.0,28.13582683,354.4
10:01.0,30.31271374,353.9
09:01.0,30.38256419,552.9
08:01.0,30.60943615,500.8
07:01.0,31.71711302,464.1
06:01.0,29.81667173,729.5
05:01.0,29.71579492,760.1
04:01.0,28.3386215,NULL
03:01.0,29.05940598,664.5
02:01.0,29.60688132,633.2
01:01.0,33.15050519,523.6
00:01.0,34.29313266,651.6
59:01.0,35.39627767,739.2
58:01.0,34.19719613,631.7
57:01.0,37.30518857,713.8
56:01.0,34.60071069,726.8
55:01.0,35.98203769,747.1
54:01.0,37.32704312,723.9
53:01.0,35.6151174,659.9
52:01.0,36.16939294,383.5
51:01.0,36.57353264,735.7
50:01.0,35.41906419,722.6
49:01.0,36.53842574,710.3
48:01.0,36.16145477,709.3
47:01.0,35.06625831,655
46:01.0,35.02851623,700.8
45:01.0,34.92388675,684.1
44:01.0,35.47912413,388.2
43:01.0,35.95686105,717.7
42:01.0,35.44763419,694.9
41:01.0,34.71034259,596.4
40:01.0,33.40253288,580
39:01.0,31.72488874,660.1
38:01.0,33.28890225,633.6
37:01.0,33.6115517,255.1
36:01.0,36.01267791,576.6
35:01.0,35.12626272,391.2
34:01.0,35.94890758,351.5
33:01.0,35.15754774,445.3
32:01.0,35.50721401,626.8
31:01.0,34.38113487,617
30:01.0,35.9608165,439.6
29:01.0,34.78434634,619.9
28:01.0,34.42178857,671.1
27:01.0,34.10308939,669.5
26:01.0,34.12659556,679.2
25:01.0,34.60336035,680.3
24:01.0,35.7497406,675.8
23:01.0,35.38942695,678.7
22:01.0,34.26201296,699.9
21:01.0,34.74149573,706.2
20:01.0,33.30168924,712.9
19:01.0,32.79287463,708.5
18:01.0,33.41847003,722.3
17:01.0,33.5372631,707.3
16:01.0,35.1454213,684.6
15:01.0,33.89091665,687.9
14:01.0,32.89202794,715.7
13:01.0,33.18828401,693
12:01.0,32.2829057,693.9
11:01.0,33.28578401,693.9
10:01.0,30.74348411,696.7
09:01.0,30.14514443,696.8
08:01.0,30.25429004,715.4
07:01.0,30.29348302,733.9
06:01.0,30.43783987,745.2
05:01.0,31.85225308,743.8
04:01.0,31.18007961,752.7
03:01.0,30.1520614,762.5
02:01.0,30.66063076,781
01:01.0,31.41789258,775.9
00:01.0,30.97795969,787.7
59:01.0,30.39493677,797.8
58:01.0,30.43809691,803.5
57:01.0,30.9232589,798.6
56:01.0,34.20067647,797.3
55:01.0,34.3541725,789.4
54:01.0,34.15757713,798.9
53:01.0,33.50943339,802.9
52:01.0,33.68996903,814.1
51:01.0,33.25098073,806.9
50:01.0,33.3770265,830.4
49:01.0,32.22238138,845
48:01.0,32.77440172,851.6
47:01.0,33.48717293,853.6
46:01.0,34.32223928,863.2
45:01.0,32.96635017,870.1
44:01.0,32.86321056,872.9
43:01.0,33.30280477,873.8
42:01.0,32.96761054,865.5
41:01.0,32.8549329,836.8
40:01.0,32.85700876,841
39:01.0,34.6956878,824
38:01.0,35.33998293,807.3
37:01.0,33.8281163,801.4
36:01.0,33.14286572,795.4
35:01.0,33.15765738,796.2
34:01.0,33.75685573,784.9
33:01.0,33.72306579,770.1
32:01.0,35.29737648,779.7
31:01.0,35.58947593,755.9
30:01.0,37.21291056,786.1
29:01.0,35.19701028,734.7
28:01.0,35.5259167,762.2
27:01.0,34.43670121,744.6
26:01.0,33.10790741,797.3
25:01.0,33.99560997,730.2
24:01.0,33.78015223,780
23:01.0,33.4647848,804.1
22:01.0,33.62679398,800.4
21:01.0,35.16770697,809
20:01.0,35.25220942,799.9
19:01.0,35.41824889,796.9
18:01.0,35.20489901,788.1
17:01.0,34.55131674,777.3
16:01.0,35.08751446,789
15:01.0,35.10325608,785.4
14:01.0,35.89152691,792.8
13:01.0,35.69937006,799.7
12:01.0,35.80473286,800.9
11:01.0,36.64073905,802.8
10:01.0,38.85924071,809.7
09:01.0,39.49042225,803.7
08:01.0,40.97831601,795.7
07:01.0,41.09702137,785.1
06:01.0,47.28628698,768.2
05:01.0,45.64660487,788.5
04:01.0,44.2788299,779.4
03:01.0,44.77774689,781.9
02:01.0,40.95155114,777.2
