timestamp,total_load_kw,irradiance
01:01.0,40.46488291,770.4
00:01.0,40.5364936,769.8
59:01.0,41.53835991,769
58:01.0,42.12369999,767.5
57:01.0,42.02257249,780.4
56:01.0,41.65608689,784.4
55:01.0,41.0212478,802.2
54:01.0,46.13608298,787.8
53:01.0,43.32247335,770.6
52:01.0,42.68200082,763.6
51:01.0,42.37616801,777.8
50:01.0,42.26815957,776.5
49:01.0,43.86127335,808
48:01.0,42.12209219,810.8
47:01.0,40.55903077,818.4
46:01.0,42.17798781,827.9
45:01.0,46.9300071,812.9
44:01.0,41.59127426,825.1
43:01.0,41.45209122,828.7
42:01.0,40.30359301,825.1
41:01.0,39.01764134,825.7
40:01.0,40.00085074,825.3
39:01.0,42.81056848,808.5
38:01.0,39.08507019,808.9
37:01.0,38.13396049,809.5
36:01.0,38.64533347,805.3
35:01.0,38.88003561,808.1
34:01.0,38.49391857,805.9
33:01.0,38.63308918,808.3
32:01.0,41.0215272,805.4
31:01.0,39.03919727,811.7
30:01.0,39.30226797,823.2
29:01.0,39.39995599,838.2
28:01.0,44.78953511,835.3
27:01.0,40.0211868,851.4
26:01.0,40.51361132,NULL
25:01.0,40.26389104,851.1
24:01.0,40.64393288,862.5
23:01.0,43.00391543,863.7
22:01.0,42.84244126,872.7
21:01.0,40.42095852,877.9
20:01.0,40.80469903,882.3
19:01.0,44.89858416,877.9
18:01.0,40.19928673,878.8
17:01.0,40.99600339,900.4
16:01.0,41.42281598,892.5
15:01.0,41.26135594,893.1
14:01.0,40.14414829,890.2
13:01.0,39.32955712,898.5
12:01.0,39.33596814,896.6
11:01.0,39.83092457,883.6
10:01.0,41.83143067,903.9
09:01.0,41.49723709,895.4
08:01.0,40.97539937,905.9
07:01.0,34.201895,895.8
06:01.0,33.35898077,893.2
05:01.0,33.56417763,919.9
04:01.0,33.91587353,901.8
03:01.0,33.9653796,905.4
02:01.0,41.85963249,901.5
01:01.0,37.72281718,908.5
00:01.0,38.91180325,900.6
59:01.0,40.1071018,893.9
58:01.0,39.66882885,893.2
57:01.0,36.15145424,893.2
56:01.0,35.63699001,885.3
55:01.0,36.03316149,884.2
54:01.0,35.57702342,872.4
53:01.0,35.90506598,864.4
52:01.0,34.42144775,852.7
51:01.0,34.81582376,847.6
50:01.0,35.31509471,839.6
49:01.0,35.28965065,838.5
48:01.0,36.60443759,835.8
47:01.0,34.81796864,828.3
46:01.0,35.82220843,817.9
45:01.0,35.77207187,828.8
44:01.0,35.93347004,815.2
43:01.0,34.13481644,817.1
42:01.0,34.11466125,806.4
41:01.0,34.8949137,799.4
40:01.0,35.02978528,802.1
39:01.0,35.92903304,786.4
38:01.0,36.9555915,784.1
37:01.0,39.9782728,778.4
36:01.0,36.41838956,772.9
35:01.0,36.44354582,778.5
34:01.0,37.09110475,781.7
33:01.0,37.05009198,788.3
32:01.0,35.98801571,785.9
31:01.0,36.47451693,793.1
30:01.0,36.02886432,793.6
29:01.0,40.95274079,783.3
28:01.0,43.7328254,790.4
27:01.0,42.74388832,791
26:01.0,43.42383063,795.9
25:01.0,43.77108353,790.3
24:01.0,44.80908358,794.4
23:01.0,44.6393069,789.1
22:01.0,46.86629945,787.8
21:01.0,44.34132528,784.7
20:01.0,43.26961532,780.5
19:01.0,42.94051999,771.3
18:01.0,43.44868129,765.8
17:01.0,42.26759827,761.2
16:01.0,42.0798929,760
15:01.0,45.12796426,760.2
14:01.0,46.52263874,755.6
13:01.0,45.42897204,753.3
12:01.0,44.19961596,742.3
11:01.0,44.90925729,731.7
10:01.0,44.48197281,721.1
09:01.0,45.73541629,729
08:01.0,45.75786388,731.9
07:01.0,45.36468798,738
06:01.0,44.81444979,735.8
05:01.0,45.16353884,727.8
04:01.0,37.18346661,717.2
03:01.0,37.27575982,717.4
02:01.0,37.36358893,728.5
01:01.0,36.94890761,722.7
00:01.0,37.86736768,721.3
59:01.0,38.53955582,714.2
58:01.0,39.73350155,715.8
57:01.0,39.31202236,704.8
56:01.0,37.68453607,699.7
55:01.0,38.46544719,702.5
54:01.0,35.72432381,700
53:01.0,35.45876151,691.2
52:01.0,35.25829858,685
51:01.0,35.45672742,686
50:01.0,36.02026981,678.3
49:01.0,36.17300883,674.5
48:01.0,36.66495752,675.6
47:01.0,36.49866745,670.1
46:01.0,36.98953262,664
45:01.0,36.94155291,655.3
44:01.0,35.53463995,680.7
43:01.0,36.97605246,743.1
42:01.0,36.41032219,752.8
41:01.0,36.70850837,NULL
40:01.0,40.74738407,744.8
39:01.0,36.80421889,754.9
38:01.0,37.79824018,759.6
37:01.0,37.92075956,753.3
36:01.0,37.21747577,749.6
35:01.0,37.042678,748.6
34:01.0,37.12502807,749.3
33:01.0,37.06435472,749.3
32:01.0,42.14074838,NULL
31:01.0,36.90505135,752.1
30:01.0,34.19612235,745.8
29:01.0,34.17154813,752.3
28:01.0,34.23162809,745.2
27:01.0,34.84507906,737.5
26:01.0,35.87447923,737.7
25:01.0,35.09960961,718.9
24:01.0,38.86689663,720.4
23:01.0,37.12861991,722.9
22:01.0,45.9032591,727.3
21:01.0,43.89481902,723.1
20:01.0,43.86726871,715.3
19:01.0,43.54160276,705
18:01.0,45.24519843,701.9
17:01.0,43.83289361,686.8
16:01.0,48.38807979,685.7
15:01.0,43.32035011,688.4
14:01.0,43.33009842,671.8
13:01.0,39.06507736,672.3
12:01.0,39.1080924,669.9
11:01.0,38.94370419,673.1
10:01.0,40.08117771,667.6
09:01.0,40.92553237,667.5
08:01.0,45.10616738,667.1
07:01.0,43.21934921,655.8
06:01.0,40.48841608,657.2
05:01.0,41.71118098,644.3
04:01.0,40.23760495,637.3
03:01.0,36.26266319,612
02:01.0,38.40707847,616
01:01.0,38.41468191,604.1
00:01.0,40.14291054,527.4
59:01.0,37.00392008,586.3
58:01.0,38.07734621,564.6
57:01.0,40.03521001,556.7
56:01.0,39.80858588,560.1
55:01.0,39.30699974,553
54:01.0,40.28398812,549.1
53:01.0,38.5572542,542.8
52:01.0,39.03867602,531.1
51:01.0,37.70542037,533.7
50:01.0,37.98517299,525.4
49:01.0,38.04001325,530.3
48:01.0,39.6726442,520.5
47:01.0,38.87653649,518.6
46:01.0,38.33154845,519.9
45:01.0,42.84557024,523.1
44:01.0,38.73521715,520.9
43:01.0,37.06174949,520.7
42:01.0,37.10959885,522.7
41:01.0,38.42397344,524.2
40:01.0,39.57259172,512.3
39:01.0,39.82006001,511.4
38:01.0,41.33227247,402
37:01.0,45.08703035,514.6
36:01.0,44.22240543,513.9
35:01.0,39.30363715,417.8
34:01.0,41.19078863,492.2
33:01.0,42.44044662,532.1
32:01.0,38.9516902,517.7
31:01.0,37.76585644,538.9
30:01.0,35.68894851,437.8
29:01.0,36.58334622,511.2
28:01.0,42.47391987,522.5
27:01.0,37.60582227,465.8
26:01.0,37.99768817,450.1
25:01.0,35.41603938,318.3
24:01.0,35.40310398,372.7
23:01.0,36.06093943,494.7
22:01.0,37.31179225,518.2
21:01.0,36.52493227,528.1
20:01.0,36.12452745,522.6
19:01.0,37.44632775,511.4
18:01.0,37.16196263,505.7
17:01.0,41.4283728,502.8
16:01.0,37.47846973,498.9
15:01.0,37.32830143,490
14:01.0,37.5470843,473
13:01.0,35.4065676,451.4
12:01.0,35.37231696,435.7
11:01.0,31.57804102,418.9
10:01.0,31.99464101,365.8
09:01.0,32.63684249,371.8
08:01.0,33.04635412,377.9
07:01.0,32.99646154,395.3
06:01.0,33.72761929,396.6
05:01.0,32.40334707,274.7
04:01.0,33.44023374,285.6
03:01.0,33.09260899,342.7
02:01.0,31.59321445,276.3
01:01.0,31.23319682,294.7
00:01.0,31.09871846,237.4
59:01.0,31.97786558,217.1
58:01.0,32.78788716,210.8
57:01.0,32.43379015,202.6
56:01.0,32.30317569,201.2
55:01.0,31.43906182,207.7
54:01.0,31.66585332,241.4
53:01.0,31.83229852,308.3
52:01.0,31.50893962,376.4
51:01.0,32.04150563,380.5
50:01.0,32.06245315,375.5
49:01.0,31.4932884,370.8
48:01.0,30.77737552,359.4
47:01.0,30.37927276,354.3
46:01.0,31.21345121,344.8
45:01.0,27.77179939,343.1
44:01.0,27.32046801,338.4
43:01.0,27.146745,335.9
42:01.0,27.90467128,273.8
41:01.0,28.04380015,226.3
40:01.0,28.07154429,278
39:01.0,34.89590621,260.6
38:01.0,29.77460271,251.1
37:01.0,29.96725738,249.3
36:01.0,30.30239046,160
35:01.0,31.00343192,151.1
34:01.0,31.73856139,160.3
33:01.0,26.81011355,169.3
32:01.0,27.07469094,246.1
31:01.0,26.99953008,226.8
30:01.0,30.70188332,148.1
29:01.0,31.35695779,136.9
28:01.0,30.84429324,133.4
27:01.0,33.85606581,129.8
26:01.0,30.90500128,125.9
25:01.0,29.54618239,122
24:01.0,29.6428763,119.3
23:01.0,30.95135441,116.3
22:01.0,28.65257317,114.2
21:01.0,29.75440568,111.4
20:01.0,29.6602031,107.9
19:01.0,29.10293412,104.9
18:01.0,32.68777058,101.7
17:01.0,33.37184331,99.2
16:01.0,32.81136382,98.1
15:01.0,33.27065608,103.4
14:01.0,34.74164996,101.5
13:01.0,32.36248085,95.8
12:01.0,32.50937256,92.2
11:01.0,32.65861532,90.4
10:01.0,31.61120081,88.2
09:01.0,31.78752896,85.1
08:01.0,32.09786117,81.4
07:01.0,36.67091256,78.5
06:01.0,32.64819431,75.4
05:01.0,32.51351318,73.4
04:01.0,33.1364876,70
03:01.0,32.76819992,67.4
02:01.0,32.0911696,72.7
01:01.0,33.38817126,78.7
00:01.0,33.34742457,77.4
59:01.0,33.5174979,73.5
58:01.0,34.14149863,74.7
57:01.0,33.18456173,71.4
56:01.0,32.1546616,67.6
55:01.0,28.39351988,67.2
54:01.0,31.63499397,67.6
53:01.0,27.31087267,68.1
52:01.0,27.30351859,67.7
51:01.0,28.20853007,66.1
50:01.0,28.0839259,63.3
49:01.0,28.12210017,60.6
48:01.0,27.4512493,57.5
47:01.0,29.32098842,55.5
46:01.0,30.45757627,53.3
45:01.0,30.81369531,50.9
44:01.0,33.56767792,48.2
43:01.0,36.28059143,45.9
42:01.0,36.41368067,42.6
41:01.0,36.67083156,39.7
40:01.0,36.7200045,37.2
39:01.0,36.79995149,34.8
38:01.0,36.6830045,32.7
37:01.0,37.27385312,30.7
36:01.0,34.46509373,29.4
35:01.0,33.33156753,27.8
34:01.0,31.29129249,26.5
33:01.0,31.13759887,24.8
32:01.0,36.79783648,23.6
31:01.0,30.46085098,22.4
30:01.0,30.51655832,21
29:01.0,31.93552923,19.7
28:01.0,32.38397902,17.9
27:01.0,32.79943773,16.3
26:01.0,30.24227196,14.9
25:01.0,29.97668749,13.1
24:01.0,29.44577515,11.6
23:01.1,27.71862495,10.3
22:01.5,28.49118277,9.1
21:01.0,28.97792512,8
20:01.0,33.05547559,6.8
19:01.0,29.30124235,6.1
18:01.1,29.27225545,5.2
17:01.0,29.36901417,4.3
16:01.2,29.51913482,3.8
15:01.0,30.63390908,3.4
14:01.0,31.73179543,2.8
13:01.0,29.85629869,2.6
12:01.0,30.06122696,2.4
11:01.0,30.16969371,2.2
10:01.0,29.66245151,2.1
09:01.0,32.55222934,1.8
08:01.0,32.35771483,1.7
07:01.0,32.25449485,1.5
06:01.0,32.11770523,1.4
05:01.0,32.76631129,1.1
04:01.0,33.5245319,1
03:01.0,33.11522233,0.9
02:01.0,32.06269437,0.7
01:01.4,32.9246031,0.6
00:01.0,32.70148337,0.7
59:01.0,31.53117567,0.6
58:01.0,31.58892721,0.6
57:01.0,31.47411025,0.7
56:01.0,30.91493359,0.5
55:01.1,31.33480257,0.5
54:01.3,35.99113995,0.6
53:01.0,31.65912616,0.5
52:01.0,30.83584696,0.5
51:01.0,32.86102805,0.6
50:01.0,33.08427465,0.5
49:01.3,33.84641799,0.6
48:01.0,33.93737313,0.5
47:01.0,33.56163284,0.5
46:01.0,34.13068843,0.5
45:01.9,32.98748839,0.5
44:01.0,33.69951385,0.5
43:01.0,37.12495708,0.4
42:01.0,33.07813731,0.5
41:01.0,33.67605284,0.5
40:01.0,32.94573104,0.5
39:01.0,35.1356281,0.6
38:01.1,36.32961774,0.6
37:01.0,36.96570209,0.4
36:01.0,39.25383559,0.6
35:01.0,38.27271679,0.4
34:01.6,38.88527647,0.5
33:01.0,38.87403515,0.5
32:01.2,38.238702,0.6
31:01.0,38.27687234,0.5
30:01.5,42.28652993,0.4
29:01.0,38.79721883,0.5
28:01.0,38.67400879,0.5
27:01.0,40.15900648,0.4
26:01.0,40.19749224,0.6
25:01.0,38.95427227,0.5
24:01.0,39.39804322,0.5
23:01.0,40.70059097,0.6
22:01.0,40.46915495,0.5
21:01.0,43.41071713,0.5
20:01.3,45.12469858,0.5
19:01.0,44.21881378,0.4
18:01.0,44.49184996,0.6
17:01.0,43.31399041,0.7
16:01.0,47.3670305,0.5
15:01.1,41.53230608,0.6
14:01.0,41.34636247,0.7
13:01.0,41.97561997,0.4
12:01.0,40.94219077,0.6
11:01.0,41.27850652,0.5
10:01.0,40.23129451,0.5
09:01.0,40.19449747,0.6
08:01.0,40.22989887,0.5
07:01.0,41.73452479,0.6
06:01.0,39.91262394,0.5
05:01.0,41.23536158,0.6
04:01.0,42.03974354,0.5
03:01.0,46.76259363,0.5
02:01.0,42.15814716,0.5
01:01.0,42.50024682,0.6
00:01.0,42.28116506,0.6
59:01.0,41.34052768,0.6
58:01.0,41.31717083,0.6
57:01.0,41.72165376,0.6
56:01.0,42.54970559,0.7
55:01.0,42.40950215,0.6
54:01.4,39.39310858,0.5
53:01.0,40.0828903,0.6
52:01.0,40.42737687,0.5
51:01.3,39.21388337,0.5
50:01.0,43.40392461,0.5
49:01.0,38.99182007,0.5
48:01.2,40.18220973,0.4
47:01.0,42.02215594,0.5
46:01.0,38.83248022,0.5
45:01.1,38.84849882,0.5
44:01.0,38.87296504,0.5
43:01.0,39.16485035,0.5
42:01.0,39.25726998,0.5
41:01.0,37.80293217,0.6
40:01.4,37.6262632,0.7
39:01.0,39.0695225,0.5
38:01.0,38.90668344,0.5
37:01.0,39.45285559,0.6
36:01.0,39.41104835,0.5
35:01.0,39.51285821,0.6
34:01.0,38.90755785,0.7
33:01.0,39.35709268,0.6
32:01.0,39.52691871,0.6
31:01.0,39.28881276,0.6
30:01.0,43.82351732,0.5
29:01.0,41.75081509,0.6
28:01.0,41.79165691,0.5
27:01.0,40.2895124,0.5
26:01.0,40.47004259,0.5
25:01.0,40.70360076,0.6
24:01.0,41.04130295,0.5
23:01.0,42.97605193,0.7
22:01.0,45.13239259,0.5
21:01.0,42.41789684,0.5
20:01.0,41.18256435,0.5
19:01.0,40.93382514,0.5
18:01.8,44.95766169,0.6
17:01.0,40.9631651,0.4
16:01.0,40.98740584,0.5
15:01.0,41.48439252,0.3
14:01.0,41.5769434,0.6
13:01.0,40.03602648,0.4
12:01.0,39.32877445,0.4
11:01.0,38.1325686,0.5
10:01.0,37.66175616,0.6
09:01.0,37.71309614,0.6
08:01.0,38.43014109,0.5
07:01.0,38.38428605,0.5
06:01.0,42.4545781,0.6
05:01.0,37.87008405,0.7
04:01.0,37.74311024,0.5
03:01.0,38.28993863,0.5
02:01.0,38.33173621,0.6
01:01.0,39.16983497,0.6
00:01.0,38.37163246,0.6
59:01.7,35.94838777,0.5
58:01.2,36.86277115,0.5
57:01.0,37.4858678,0.6
56:01.0,37.45743406,0.5
55:01.3,35.81213692,0.6
54:01.0,35.36015743,0.6
53:01.0,35.59351265,0.6
52:01.0,35.9639706,0.5
51:01.0,36.11141798,0.6
50:01.0,35.19379359,0.3
49:01.0,35.21218738,0.8
48:01.0,35.79857773,0.6
47:01.0,40.66550338,0.6
46:01.0,38.23984462,0.6
45:01.0,38.01287609,0.5
44:01.0,41.6032252,0.5
43:01.0,37.56359267,0.5
42:01.0,38.1593374,0.5
41:01.0,38.45404235,0.5
40:01.0,38.61915296,0.5
39:01.0,39.01899201,0.7
38:01.0,39.35371104,0.6
37:01.0,39.42776728,0.6
36:01.0,37.75509587,0.5
35:01.0,37.81035608,0.5
34:01.0,34.57099074,0.6
33:01.0,34.86637044,0.5
32:01.0,38.99199504,0.7
31:01.0,35.97429103,0.6
30:01.0,35.53141639,0.6
29:01.0,35.13598019,0.6
28:01.0,35.30916962,0.6
27:01.0,35.6317555,0.5
26:01.0,35.48959145,0.4
25:01.0,36.03375238,0.6
24:01.0,37.50753433,0.5
23:01.0,38.00305474,0.4
22:01.0,41.97830558,0.5
21:01.0,35.54870367,0.6
20:01.0,34.80631006,0.5
19:01.0,34.83123207,0.5
18:01.0,35.66705096,0.5
17:01.0,35.64907658,0.5
16:01.0,35.61964202,0.4
15:01.0,34.70476305,0.5
14:01.0,34.82730961,0.5
13:01.0,34.78412533,0.6
12:01.4,33.91174865,0.5
11:01.2,35.68263012,0.4
10:01.0,39.10146886,0.4
09:01.0,33.76693046,0.5
08:01.0,35.00983626,NULL
07:01.0,34.21177715,0.5
06:01.0,34.60040089,0.5
05:01.0,34.82206553,0.5
04:01.1,35.55584729,0.5
03:01.0,35.70350048,0.5
02:01.0,36.28557935,0.6
01:01.0,36.38126457,0.5
00:01.1,35.18661851,0.5
59:01.0,35.34265843,0.6
58:01.0,34.91259044,0.5
57:01.1,37.76001111,0.4
56:01.0,33.64256045,0.5
55:01.0,33.08897156,0.4
54:01.0,33.15013567,0.4
53:01.1,30.74448904,0.5
52:01.0,31.34302846,0.5
51:01.0,31.47414368,0.5
50:01.6,31.06829676,0.6
49:01.0,31.05180913,0.5
48:01.0,31.6574952,0.5
47:01.0,31.62779135,0.6
46:01.0,30.93408135,0.5
45:01.0,32.27466202,0.5
44:01.0,36.45598832,0.5
43:01.0,31.58758584,0.5
42:01.0,33.37431765,0.5
41:01.0,32.20120624,0.6
40:01.0,31.55292106,0.6
39:01.0,30.98658666,0.5
38:01.0,31.04566893,0.5
37:01.0,31.07280752,0.5
36:01.0,32.79991186,0.5
35:01.0,32.80149177,0.5
34:01.0,32.87642348,0.5
33:01.0,32.91229257,0.5
32:01.0,34.13785815,0.6
31:01.0,35.11602116,0.6
30:01.4,37.50403297,0.5
29:01.7,32.70700836,0.5
28:01.5,33.23353046,0.7
27:01.0,33.50410295,0.5
26:01.6,33.52000308,0.6
25:01.0,33.00268042,0.5
24:01.0,33.01686394,0.5
23:01.0,34.92800045,0.6
22:01.4,35.42882466,0.5
21:01.0,35.10882711,0.5
20:01.0,33.02100152,0.4
19:01.0,33.04469204,0.6
18:01.0,33.70984268,0.5
17:01.1,32.5253858,0.5
16:01.0,36.83265352,0.5
15:01.0,32.7331751,0.6
14:01.0,33.88466835,0.5
13:01.0,34.73029214,0.5
12:01.0,34.78117955,0.6
11:01.0,34.36628973,0.6
10:01.0,32.63707343,0.5
09:01.0,35.96876478,0.7
08:01.0,35.85130933,0.6
07:01.0,36.23813,0.6
06:01.0,36.27327257,0.6
05:01.0,36.32114339,0.7
04:01.0,36.12645489,0.5
03:01.0,38.94050753,0.6
02:01.0,35.35901329,0.6
01:01.4,35.40377587,0.5
00:01.0,35.19906002,0.5
59:01.1,34.75594747,0.6
58:01.3,34.7997264,0.5
57:01.0,35.34351504,0.5
56:01.0,35.85232723,0.5
55:01.0,34.76666299,0.5
54:01.0,33.53034192,0.5
53:01.0,35.12883461,0.5
52:01.6,35.88329351,0.5
51:01.9,34.19948548,0.5
50:01.0,33.5383839,0.5
49:01.0,37.01139387,0.5
48:01.0,32.98082533,0.6
47:01.2,32.93059981,0.6
46:01.0,32.88225129,0.4
45:01.0,33.76836079,0.5
44:01.0,36.13726097,0.5
43:01.0,36.14083958,0.6
42:01.0,36.33853689,0.5
41:01.0,37.49226862,0.6
40:01.0,38.05810493,0.5
39:01.0,37.96565759,0.7
38:01.0,37.89254594,0.6
37:01.0,38.22382879,0.6
36:01.0,37.16297811,0.5
35:01.1,36.87353584,0.6
34:01.0,36.81853858,0.5
33:01.0,36.81291845,0.6
32:01.0,37.40250894,0.6
31:01.0,39.13248539,0.5
30:01.0,38.53811556,0.6
29:01.0,39.6789777,0.6
28:01.0,38.75968391,0.6
27:01.0,37.13958514,0.5
26:01.0,34.73170835,0.5
25:01.0,34.10642266,0.6
24:01.0,38.03667605,0.6
23:01.0,34.58407313,0.6
22:01.0,35.86383408,0.4
21:01.0,35.84686822,0.5
20:01.0,34.07105738,0.7
19:01.0,33.96873361,0.6
18:01.0,34.00088453,0.6
17:01.0,34.02558017,0.5
16:01.0,34.48578948,0.5
15:01.0,35.21921182,0.5
14:01.0,35.42051321,0.5
13:01.0,34.95251191,0.5
12:01.0,35.42440331,0.6
11:01.0,38.45162505,0.6
10:01.0,41.42547548,0.6
09:01.0,38.01286966,0.6
08:01.0,38.05609399,0.7
07:01.0,38.06074584,0.6
06:01.0,39.25745219,0.6
05:01.0,39.83005822,0.7
04:01.0,39.82573628,0.6
03:01.0,39.25597447,0.5
02:01.1,39.28423119,0.6
01:01.0,41.27839977,0.5
00:01.7,40.57670993,0.5
59:01.1,40.89918119,0.5
58:01.0,40.46389711,0.5
57:01.0,42.75704205,0.5
56:01.8,38.85469553,0.5
55:01.0,39.43632254,0.5
54:01.0,39.50158909,0.5
53:01.0,39.56565401,0.6
52:01.0,40.16011342,0.6
51:01.0,39.18383297,0.6
50:01.0,38.77267885,0.6
49:01.0,39.45812085,0.5
48:01.0,40.02729285,0.6
47:01.4,40.74490571,0.5
46:01.0,43.81007981,0.6
45:01.0,38.80303493,0.6
44:01.0,38.32556695,0.6
43:01.0,38.29903033,0.5
42:01.0,37.95187721,0.5
41:01.1,38.14229867,0.6
40:01.0,39.01284537,0.6
39:01.0,37.87351379,0.6
38:01.0,37.89516449,0.6
37:01.0,38.07854515,0.5
36:01.0,39.05387199,0.4
35:01.0,39.08463317,0.5
34:01.0,39.12148386,0.6
33:01.0,39.90307832,0.5
32:01.6,40.5661304,0.5
31:01.0,41.89612949,0.5
30:01.0,41.16077614,0.5
29:01.0,40.76669455,0.5
28:01.2,39.48713064,0.5
27:01.0,39.5547452,0.6
26:01.0,40.00112092,0.5
25:01.0,43.60965478,0.6
24:01.0,38.24921966,0.6
23:01.0,39.1082899,0.6
22:01.0,39.14383292,0.5
21:01.0,39.16605163,0.5
20:01.0,38.68375415,0.6
18:01.0,39.35777199,0.6
17:01.0,36.05151522,0.6
16:01.0,36.87888926,0.5
15:01.0,35.16943288,0.6
14:01.0,35.47396937,0.5
13:01.0,36.66584077,0.5
12:01.6,37.23546946,0.6
11:01.0,38.07911217,0.5
10:01.2,36.72368896,0.6
09:01.0,36.71789727,0.6
08:01.0,36.37577417,0.5
07:01.1,36.43142402,0.6
05:01.0,36.44067416,0.5
04:01.0,37.05537093,0.5
03:01.0,37.76190028,0.5
02:01.0,41.87233517,0.5
01:01.0,36.49080268,0.4
00:01.0,36.53263968,0.5
